"","STRING","MEANING","AGE","bin"
"13311","erasure","a rubbed-out place",12.345,"(12,13]"
"13312","erection","setting up",13.055,"(13,14]"
"13313","erector","toy building set, t.m.",11.945,"(11,12]"
"13314","ermine","white fur",13.0671939393939,"(13,14]"
"13315","erosion","wearing away",11.66,"(11,12]"
"13316","esquire","gentleman",12.965,"(12,13]"
"13317","essentially","basically",13,"(12,13]"
"13318","etiquette","rules of behavior",11.901775,"(11,12]"
"13319","evaluate","find the worth",11.65952,"(11,12]"
"13320","evenas","just as",13,"(12,13]"
"13321","evenif","no matter if",13,"(12,13]"
"13322","eventual","coming at last",11.29,"(11,12]"
"13323","eventually","in the end",10.593475,"(10,11]"
"13324","everso","very",13,"(12,13]"
"13325","evident","clear",12.775,"(12,13]"
"13326","evidently","plainly",13,"(12,13]"
"13327","evildoer","does wrong",10.665,"(10,11]"
"13328","exceed","go beyond",11.3861727272727,"(11,12]"
"13329","exceeding","more than",11.3861727272727,"(11,12]"
"13330","exceedingly","very",13,"(12,13]"
"13331","excess","overdoing something",11.4410154545455,"(11,12]"
"13332","excessive","too much",11.5,"(11,12]"
"13333","exclusive","shared by few",11.58,"(11,12]"
"13334","excursion","short trip",11.555,"(11,12]"
"13335","executioner","one who kills",11.395,"(11,12]"
"13336","executive","has charge of business",12.099075,"(12,13]"
"13337","exile","person sent away",12.0531575757576,"(12,13]"
"13338","existent","is",12.11,"(12,13]"
"13339","expectancy","looking forward",12.09,"(12,13]"
"13340","expenditure","money paid out",12.92,"(12,13]"
"13341","experimentation","trying out",12.055,"(12,13]"
"13342","exportation","sending out",12.29,"(12,13]"
"13343","exposure","the actual taking of a photo",11.72,"(11,12]"
"13344","expressionless","no feeling shown",12.235,"(12,13]"
"13345","exquisite","very lovely",12.675,"(12,13]"
"13346","extensive","far-reaching",12.415,"(12,13]"
"13347","extent","length",11.5885116161616,"(11,12]"
"13348","exterminate","destroy",11.125,"(11,12]"
"13349","external","on the outside",11.28,"(11,12]"
"13350","extinction","destroying",10.945,"(10,11]"
"13351","extinguish","put out",10.975,"(10,11]"
"13352","extravagance","wild spending",11.87,"(11,12]"
"13353","extravagant","too much",11.34,"(11,12]"
"13354","eyeful","a good look",10.805,"(10,11]"
"13355","eye-opener","surprising piece of information",13,"(12,13]"
"13356","fabled","told of in legends",11.5,"(11,12]"
"13357","facecard","king, queen, or jack",13,"(12,13]"
"13358","facial","a beauty treatment",11.3470843434343,"(11,12]"
"13359","factual","real",11.625,"(11,12]"
"13360","faddish","goes for crazes, new styles",13,"(12,13]"
"13361","faddist","goes for new ideas",13,"(12,13]"
"13362","fairsex","women",13,"(12,13]"
"13363","fairway","part of golf course",11.86,"(11,12]"
"13364","faithless","not loyal",11.415,"(11,12]"
"13365","fallin","to line up",13,"(12,13]"
"13366","fallout","to drop out line",13,"(12,13]"
"13367","fallthrough","to fail",13,"(12,13]"
"13368","falsehood","a lie",12.095975,"(12,13]"
"13369","falsity","an untruth",12.535,"(12,13]"
"13370","falter","stumble",12.8262,"(12,13]"
"13371","familiarize","get to know",11.815,"(11,12]"
"13372","famine","shortage of a crop",11.5806909090909,"(11,12]"
"13373","fanciful","showing imagination",12.705,"(12,13]"
"13374","fancy-free","without care",13,"(12,13]"
"13375","fantail","bird's spreading end",13.85,"(13,14]"
"13376","fantasy","imaginary happening",10.7,"(10,11]"
"13377","far-famed","widely-known",13,"(12,13]"
"13378","farfetched","not probable",12.975,"(12,13]"
"13379","far-seeing","looking ahead",13,"(12,13]"
"13380","far-sighted","looking ahead",13,"(12,13]"
"13381","farthermost","most distant",13,"(12,13]"
"13382","fatally","leading to death",13,"(12,13]"
"13383","fate","a power which controls the future",11.276271640625,"(11,12]"
"13384","fatigue","tiredness",12.1294616161616,"(12,13]"
"13385","faultfinder","a griper",13,"(12,13]"
"13386","faultless","perfect",11.71,"(11,12]"
"13387","favorable","helpful",12.45,"(12,13]"
"13388","favored","gets special treatment",10.0067212121212,"(10,11]"
"13389","fearsome","scary",10.39,"(10,11]"
"13390","features","traits, identifying marks",10.4464303030303,"(10,11]"
"13391","feebly","weakly",13,"(12,13]"
"13392","feedback","information on effectiveness",11.85,"(11,12]"
"13393","feller","fellow",10.75,"(10,11]"
"13394","fellowstudent","a person in same class",13,"(12,13]"
"13395","felony","serious crime",12.725,"(12,13]"
"13396","ferocious","savagely cruel",11.37,"(11,12]"
"13397","fertility","ability to produce",13.725,"(13,14]"
"13398","fiancee","engaged woman",10.735,"(10,11]"
"13399","fiberglass","glass fabric",11.92,"(11,12]"
"13400","fidgets","restlessness",10.76,"(10,11]"
"13401","fidgety","restless",10.445,"(10,11]"
"13402","fieldmarshal","army officer",13,"(12,13]"
"13403","fiend","very wicked person",11.83319921875,"(11,12]"
"13404","fiery","flaming",11.64,"(11,12]"
"13405","fifth","a measureof liquor",9.310978125,"(9,10]"
"13406","filament","light bulb wire",12.145,"(12,13]"
"13407","filet","cut of meat or fish",11.445,"(11,12]"
"13408","filings","parts filed off",13,"(12,13]"
"13409","filled","position no longer open",9.08148333333333,"(9,10]"
"13410","filler","additional paper supply",10.915,"(10,11]"
"13411","filtrate","a strained fluid",13,"(12,13]"
"13412","filtration","straining out parts",12.21,"(12,13]"
"13413","finale","last part",10.37,"(10,11]"
"13414","finalist","one of last contestants",10.78,"(10,11]"
"13415","financier","understand money matters",12.911675,"(12,13]"
"13416","finch","bird",11.93584375,"(11,12]"
"13417","findyourself","to discover your abilities",13,"(12,13]"
"13418","finder","camera viewer",9.53,"(9,10]"
"13419","findings","results",13,"(12,13]"
"13420","fins","blades of a fan",10.17183203125,"(10,11]"
"13421","fiord","narrow bay",12.705,"(12,13]"
"13422","fireless","cooks without flame",13,"(12,13]"
"13423","firetrap","an easily-burned building",11.815,"(11,12]"
"13424","firstdown","when 10 yeards are gained",13,"(12,13]"
"13425","fivefold","five times as much",13,"(12,13]"
"13426","fixings","trimmings",13,"(12,13]"
"13427","fizzle","to sputter weakly",10.78,"(10,11]"
"13428","flabbergasted","surprised",12.805,"(12,13]"
"13429","flagman","a railway signalman",11.25,"(11,12]"
"13430","flank","flesh near the hip",12.2982541666667,"(12,13]"
"13431","flaps","airplane's air brakes",9.76496458333333,"(9,10]"
"13432","flashy","showy",10.37,"(10,11]"
"13433","flatworm","a thin, flat parasite",11.14,"(11,12]"
"13434","fleabag","a dog",10.53,"(10,11]"
"13435","fleck","small spot",12.045189516129,"(12,13]"
"13436","fleshy","fat",12.915,"(12,13]"
"13437","flinch","draw back",10.7431209677419,"(10,11]"
"13438","flintlock","old musket",13.085,"(13,14]"
"13439","flirtation","a playing at love",11.765,"(11,12]"
"13440","flocked","spotted",9.99653817204301,"(9,10]"
"13441","floodlight","a powerful lamp",10.84,"(10,11]"
"13442","floral","of flowers",10.92,"(10,11]"
"13443","floss","dental thread",9.82739453125,"(9,10]"
"13444","flounder","struggle helplessly",11.512825,"(11,12]"
"13445","flourish","thrive",11.6871793181818,"(11,12]"
"13446","fluency","flowing speech",13,"(12,13]"
"13447","fluorescent","kind of lighting",12.47,"(12,13]"
"13448","flurry","brief snowfall",11.22,"(11,12]"
"13449","flyoffthehandle","to get mad",13,"(12,13]"
"13450","flyleaf","page in book",12.435,"(12,13]"
"13451","fogbound","shut in by fog",12.955,"(12,13]"
"13452","folkmusic","music passed down in an area",13,"(12,13]"
"13453","folktale","a story passed down",13,"(12,13]"
"13454","follow-up","continuing effort",13,"(12,13]"
"13455","folly","foolish act",11.9302090909091,"(11,12]"
"13456","footlocker","a soldier's trunk",11.975,"(11,12]"
"13457","footloose","free to go anywhere",12.275,"(12,13]"
"13458","footman","servant",11.538145,"(11,12]"
"13459","footnote","note at bottom of page",12.3,"(12,13]"
"13460","forexample","like the following",13,"(12,13]"
"13461","forofeffectact","to make an impression",13,"(12,13]"
"13462","forcible","having strength",12,"(11,12]"
"13463","ford","to cross through water",11.338525,"(11,12]"
"13464","fore","warning cry in golf",12.34930859375,"(12,13]"
"13465","forebear","ancestor",13.535,"(13,14]"
"13466","forefinger","finger next to thumb",10.13,"(10,11]"
"13467","foregoing","what came before",12.63,"(12,13]"
"13468","forename","first name",13,"(12,13]"
"13469","forestation","planting of trees",13.885,"(13,14]"
"13470","foreword","introduction",11.8,"(11,12]"
"13471","forked","two-pointed",13,"(12,13]"
"13472","forkover","to hand over",13,"(12,13]"
"13473","forlorn","deserted",12.145,"(12,13]"
"13474","formal","according to rules",11.4427757575758,"(11,12]"
"13475","formality","an approved manner",12.795,"(12,13]"
"13476","formerly","before",13,"(12,13]"
"13477","formulate","put in logical form",12.04975,"(12,13]"
"13478","forthcoming","approaching",12.86,"(12,13]"
"13479","fortress","strong war building",11.5122939393939,"(11,12]"
"13480","fortywinks","a very short nap",13,"(12,13]"
"13481","foxtrot","dance music",12.695,"(12,13]"
"13482","fragility","ease of breaking",11.44,"(11,12]"
"13483","fragment","piece",11.9631909090909,"(11,12]"
"13484","frailty","weakness",11.845815,"(11,12]"
"13485","frameofmind","way one thinks or feels",13,"(12,13]"
"13486","franc","a money unit",12.75819140625,"(12,13]"
"13487","fraternity","social club",12.975,"(12,13]"
"13488","fraudulent","dishonest",12.06,"(12,13]"
"13489","freakedout","high on drugs",13,"(12,13]"
"13490","freakish","very queer",11.87,"(11,12]"
"13491","freetrade","trade with few restrictions",13,"(12,13]"
"13492","freeborn","not born in slavery",12,"(11,12]"
"13493","freedman","a liberated slave",13,"(12,13]"
"13494","free-load","get without paying",13,"(12,13]"
"13495","frequency","rate of happening",11.503315,"(11,12]"
"13496","friar","member of church order",11.189175,"(11,12]"
"13497","friedcake","a doughnut",13,"(12,13]"
"13498","frijoles","Mexican beans",13,"(12,13]"
"13499","fritos","fried foods",13,"(12,13]"
"13500","frolic","to have fun",11.2461393939394,"(11,12]"
"13501","frownon","to disapprove",13,"(12,13]"
"13502","fugitive","a runaway",11.775,"(11,12]"
"13503","fuhrer","German dictator",13,"(12,13]"
"13504","fullextent","to the very limit",13,"(12,13]"
"13505","fumigate","cleanse by gas",12.39,"(12,13]"
"13506","fundamental","basic",11.45,"(11,12]"
"13507","fungi","mold growths",11.0196318181818,"(11,12]"
"13508","furlough","vacation from army",13.4255909090909,"(13,14]"
"13509","furrier","fur dealer",13,"(12,13]"
"13510","furrow","long, deep track",13,"(12,13]"
"13511","fuze","slow-burning wick",13,"(12,13]"
"13512","g","thousand dollars",13,"(12,13]"
"13513","gabardine","kind of cloth",12.5593,"(12,13]"
"13514","gaiety","cheerful liveliness",12.625,"(12,13]"
"13515","gaintime","to save time",13,"(12,13]"
"13516","gale","strong wind",11.9587822580645,"(11,12]"
"13517","gallantry","dashing courage",12.625,"(12,13]"
"13518","gallstone","forms in gall bladder",13.055,"(13,14]"
"13519","galore","plenty",11.4481909090909,"(11,12]"
"13520","gangplank","ship-to-shore bridge",12.61,"(12,13]"
"13521","gape","to open the mouth wide",11.7543447916667,"(11,12]"
"13522","gaseous","gas-like",12.355,"(12,13]"
"13523","gasket","tightens pipe joints",12.1899515151515,"(12,13]"
"13524","gastricjuices","digestive fluids",13,"(12,13]"
"13525","gator","a crocodile",10.0528757575758,"(10,11]"
"13526","gaucho","South American cowboy",12.27,"(12,13]"
"13527","gawk","stare stupidly",11.7008306451613,"(11,12]"
"13528","geigercounter","measures radioactivity",13,"(12,13]"
"13529","gelatine","protein substance in bones",10.275,"(10,11]"
"13530","gemini","tje ""twins"", a constellation",13,"(12,13]"
"13531","generator","energy machine",12.055,"(12,13]"
"13532","geometry","study of figures",12.11,"(12,13]"
"13533","geophysical","about earth's physical make-up",12.655,"(12,13]"
"13534","geophysics","earth physics",14.06,"(14,15]"
"13535","gerbil","a mouselike animal",10.5796799494949,"(10,11]"
"13536","germicide","kills germs",13,"(12,13]"
"13537","gesture","a motion",11.666398989899,"(11,12]"
"13538","getdownto","to begin",13,"(12,13]"
"13539","geteven","to pay back",13,"(12,13]"
"13540","geyser","fountainlike spring",11.555,"(11,12]"
"13541","ghastly","horrible",11.665,"(11,12]"
"13542","giantess","a female giant",12.47,"(12,13]"
"13543","gibberish","nonsense talk",10.895,"(10,11]"
"13544","giblets","inside parts of fowl",12.36,"(12,13]"
"13545","giddy","silly",11.4347939393939,"(11,12]"
"13546","gimmick","a gadget",12.3161060606061,"(12,13]"
"13547","girder","supporting beam",12.5,"(12,13]"
"13548","girlscout","member of a world-wide organization",13,"(12,13]"
"13549","giveground","to retreat",13,"(12,13]"
"13550","givetheslip","to escape",13,"(12,13]"
"13551","glacial","of ice",12.096175,"(12,13]"
"13552","gladiolus","flower",14.075,"(14,15]"
"13553","glandular","of the glands",13.81,"(13,14]"
"13554","glazing","making glossy",10.82515625,"(10,11]"
"13555","glen","small valley",12.006953125,"(12,13]"
"13556","glimmer","faint light",11.4536727272727,"(11,12]"
"13557","globular","ball-shaped",13.38,"(13,14]"
"13558","glucose","kind of sugar",13.031296969697,"(13,14]"
"13559","glutton","greedy eater",12.4997272727273,"(12,13]"
"13560","goaround","to be enough for all",13,"(12,13]"
"13561","goon","proceed",13,"(12,13]"
"13562","goout","to lose its light",13,"(12,13]"
"13563","gooverboard","to try too much",13,"(12,13]"
"13564","gotopot","to go to ruin",13,"(12,13]"
"13565","gotogether","to match",13,"(12,13]"
"13566","go-around","avoiding",13,"(12,13]"
"13567","goatee","chin whiskers",12.2481575757576,"(12,13]"
"13568","gob","a large amount",11.490225,"(11,12]"
"13569","go-between","helps both sides",13,"(12,13]"
"13570","godless","wicked",11.39,"(11,12]"
"13571","godmother","woman sponsor at baptism",10.0272275,"(10,11]"
"13572","godparent","sponsors child at baptism",10.355,"(10,11]"
"13573","godsend","unexpected good luck",12.28,"(12,13]"
"13574","godson","boy sponsored at baptism",11.47,"(11,12]"
"13575","goggle-eyed","eyes big with excitement",13,"(12,13]"
"13576","goldstandard","gold as the basis of money",13,"(12,13]"
"13577","goldenrod","flower",11.595,"(11,12]"
"13578","gondolier","rows a gondola",13.565,"(13,14]"
"13579","goner","has no chance",11.175,"(11,12]"
"13580","goodriddance","I'm glad it's gone",13,"(12,13]"
"13581","goodliness","of fine quality",13,"(12,13]"
"13582","goodly","considerable",11.58,"(11,12]"
"13583","good-timecharley","a fun-loving man",13,"(12,13]"
"13584","gore","pierce with a horn",11.580296875,"(11,12]"
"13585","gospels","certain books of the New Testament",10.6563575757576,"(10,11]"
"13586","gourmet","a lover of good food",11.5681909090909,"(11,12]"
"13587","governor-general","a chief of governors",13,"(12,13]"
"13588","graceless","awkward",12.42,"(12,13]"
"13589","grad","graduate",11.97,"(11,12]"
"13590","graft","get by unfair means",13.11235546875,"(13,14]"
"13591","gram","unit of weight",11.205,"(11,12]"
"13592","grammarschool","first to eighth grade",13,"(12,13]"
"13593","grammarian","teaches use of words",13.445,"(13,14]"
"13594","grammatical","correct word usage",11.5,"(11,12]"
"13595","gramps","grandfather",13,"(12,13]"
"13596","granary","grain storage place",12.19,"(12,13]"
"13597","grandopera","drama to music",13,"(12,13]"
"13598","grandeur","greatness",12.2911060606061,"(12,13]"
"13599","granulate","form grains",13,"(12,13]"
"13600","granulated","in form of grains",13,"(12,13]"
"13601","granulatedsugar","refined, ground sugar",13,"(12,13]"
"13602","graphite","black, powdery carbon",11.89835,"(11,12]"
"13603","gravitate","be drawn to",12.03,"(12,13]"
"13604","graybeard","wise old man",13,"(12,13]"
"13605","greaterthan","symbol used in arithmetic",13,"(12,13]"
"13606","greathearted","generous",13,"(12,13]"
"13607","greatly","much",13,"(12,13]"
"13608","greenwithenvy","very jealous",13,"(12,13]"
"13609","greenback","dollar bill",12.585,"(12,13]"
"13610","greenery","growing things",11.315,"(11,12]"
"13611","green-eyed","jealous",13,"(12,13]"
"13612","greenhorn","unexperienced person",13.54,"(13,14]"
"13613","gridiron","a cooking utensil",12.81,"(12,13]"
"13614","grief-stricken","burdened with sorrow",13,"(12,13]"
"13615","grievance","cause for unhappiness",12.1360373737374,"(12,13]"
"13616","grievous","causing sadness",12.3406242424242,"(12,13]"
"13617","grindstone","sharpens tools",12.235,"(12,13]"
"13618","gristle","like soft bone",12.22,"(12,13]"
"13619","gritty","like sand",11.61,"(11,12]"
"13620","gross","coarse, vulgar",9.8511734375,"(9,10]"
"13621","groundfloor","the bottom floor",13,"(12,13]"
"13622","groundwork","foundation",12.59,"(12,13]"
"13623","grudgingly","not willingly",13,"(12,13]"
"13624","gruff","harsh, hoarse",11.3542862903226,"(11,12]"
"13625","guarded","cautious",9.87806120967742,"(9,10]"
"13626","guardsman","a soldier",11.665,"(11,12]"
"13627","guidepost","gives directions",11.38,"(11,12]"
"13628","guineafowl","kind of poultry",13,"(12,13]"
"13629","guineapig","used for experiment",13,"(12,13]"
"13630","gunner","uses a gun",11.565,"(11,12]"
"13631","gunnery","science of artillery",11.355,"(11,12]"
"13632","gunstock","part of firearm",13,"(12,13]"
"13633","gush","spout out",10.9918559139785,"(10,11]"
"13634","gusty","with sudden bursts",11.075,"(11,12]"
"13635","guzzle","drink quickly",11.665,"(11,12]"
"13636","gypsymoth","a plant pest",13,"(12,13]"
"13637","gyro","stabilizing device",12.355,"(12,13]"
"13638","habitation","where one lives",11.825,"(11,12]"
"13639","hacienda","a large estate",12.295,"(12,13]"
"13640","hadit","fed up",13,"(12,13]"
"13641","hades","abode of the dead",13,"(12,13]"
"13642","hadst","you had",13,"(12,13]"
"13643","hairbrained","without thinking",13,"(12,13]"
"13644","hair'sbreadth","too close for comfort",13,"(12,13]"
"13645","hairspring","part of watch",13,"(12,13]"
"13646","hammy","exaggerated",11.85,"(11,12]"
"13647","handorgan","hand-run music box",13,"(12,13]"
"13648","handball","a game",10.845,"(10,11]"
"13649","handbill","a printed notice",12.605,"(12,13]"
"13650","handily","skillfully",13,"(12,13]"
"13651","hang-up","difficulty, trouble",10.415,"(10,11]"
"13652","hankering","desire for",12.19,"(12,13]"
"13653","hanky-panky","monkey business",13,"(12,13]"
"13654","hard-hearted","cruel",13,"(12,13]"
"13655","hardy","strong",12.1713590909091,"(12,13]"
"13656","harelip","divided upper lip",14,"(13,14]"
"13657","harem","all his wives",12.2958484848485,"(12,13]"
"13658","harpon","to keep repeating tiresomely",13,"(12,13]"
"13659","has-been","former success",13,"(12,13]"
"13660","hashhouse","restaurant",13,"(12,13]"
"13661","hassle","a quarrel, argument",11.0409484848485,"(11,12]"
"13662","hast","have",8.57480166666667,"(8,9]"
"13663","hatchway","opening on ship",12.645,"(12,13]"
"13664","hater","dislikes strongly",11.855,"(11,12]"
"13665","hath","has",8.57480166666667,"(8,9]"
"13666","haughty","too proud",12.895,"(12,13]"
"13667","haulage","charge for hauling",11.8,"(11,12]"
"13668","haunch","back part of animal",12.785,"(12,13]"
"13669","haunches","back part of animal",12.785,"(12,13]"
"13670","haunt","a ghost",10.26322265625,"(10,11]"
"13671","havedownpat","to know very well",13,"(12,13]"
"13672","havehadit","fed up",13,"(12,13]"
"13673","hazel","a brown nut",11.1355515151515,"(11,12]"
"13674","hehen","rooster",13,"(12,13]"
"13675","headoff","to turn aside",13,"(12,13]"
"13676","headboard","board at top of bed",11.43,"(11,12]"
"13677","headpiece","a helmet",11.5,"(11,12]"
"13678","headstrong","stubborn",12.055,"(12,13]"
"13679","hearken","listen",12.86,"(12,13]"
"13680","hearsay","gossip",12.88,"(12,13]"
"13681","hearse","carriage for dead",11.60153515625,"(11,12]"
"13682","heartache","sorrow",11.36,"(11,12]"
"13683","heartily","with enthusiasm",13,"(12,13]"
"13684","heartiness","friendly warmth",13,"(12,13]"
"13685","heartstrings","deepest emotions",11.835,"(11,12]"
"13686","heartwood","solid center of a tree",13,"(12,13]"
"13687","heated","angry",13,"(12,13]"
"13688","heathen","uncivilized",11.9431242424242,"(11,12]"
"13689","heedless","careless",13.305,"(13,14]"
"13690","heifer","young cow",11.8611060606061,"(11,12]"
"13691","heigh-ho","a joyful sound",13,"(12,13]"
"13692","heirloom","inherited object",11.7813303030303,"(11,12]"
"13693","helipad","where helicopter lands",11.97,"(11,12]"
"13694","heliport","place for helicopters",12.635,"(12,13]"
"13695","hellish","devilish",11.525,"(11,12]"
"13696","helm","ship's steering wheel",12.2558359375,"(12,13]"
"13697","helmsman","steers the ship",12.735,"(12,13]"
"13698","hence","therefore",11.66205203125,"(11,12]"
"13699","henpecked","bossed by woman",13,"(12,13]"
"13700","hereabout","near here",13,"(12,13]"
"13701","hereditary","received from ancestors",12.21,"(12,13]"
"13702","heredity","family likeness",12.025,"(12,13]"
"13703","heretofore","up to now",13,"(12,13]"
"13704","hereunder","under this",13,"(12,13]"
"13705","hereupon","at this point",12.6,"(12,13]"
"13706","herewith","at this point",13,"(12,13]"
"13707","hermit","lives alone",10.8948272727273,"(10,11]"
"13708","hermitage","home of a hermit",12.88,"(12,13]"
"13709","heroin","dangerous narcotic drug",11.94,"(11,12]"
"13710","heroine","brave girl",11.84,"(11,12]"
"13711","heron","bird",11.675,"(11,12]"
"13712","hesitancy","can't make up mind",12.56,"(12,13]"
"13713","hesitant","undecided",12.11,"(12,13]"
"13714","hesitation","being undecided",11.473175,"(11,12]"
"13715","hex","a magic spell",12.51847265625,"(12,13]"
"13716","hexagonal","six-sided",11.695,"(11,12]"
"13717","highfidelity","the exact reproduction of sound",13,"(12,13]"
"13718","hightime","must do now",13,"(12,13]"
"13719","highball","alcoholic drink",11.72,"(11,12]"
"13720","highborn","of noble birth",13.69,"(13,14]"
"13721","high-flown","fancy in style",13,"(12,13]"
"13722","high-level","from the top class",13,"(12,13]"
"13723","highlight","toput emphasis on",10.305,"(10,11]"
"13724","highroad","main road",12.295,"(12,13]"
"13725","high-spirited","proud",13,"(12,13]"
"13726","high-strung","very nervous",13,"(12,13]"
"13727","hinder","make difficult",11.395875,"(11,12]"
"13728","hingeson","depends on",13,"(12,13]"
"13729","hityourstride","to find your best speed",13,"(12,13]"
"13730","hitched","married",13,"(12,13]"
"13731","hoard","store away",11.9002419354839,"(11,12]"
"13732","hock","to pawn",12.5054140625,"(12,13]"
"13733","hock-shop","pawn shop",13,"(12,13]"
"13734","hocus-pocus","trickery",13,"(12,13]"
"13735","holdfast","to hold strongly",13,"(12,13]"
"13736","holdings","property",13,"(12,13]"
"13737","home-brew","home-made beer",13,"(12,13]"
"13738","homosexual","prefers same sex",12.685,"(12,13]"
"13739","honeysuckle","fragrant vine",10.63,"(10,11]"
"13740","honorary","as an honor",11.59,"(11,12]"
"13741","honour","deserved fame",10.6689303030303,"(10,11]"
"13742","hoodoo","bring bad luck",12.41,"(12,13]"
"13743","hookorcrook","one way or another",13,"(12,13]"
"13744","hookworm","bloodsucking worm",11.945,"(11,12]"
"13745","horoscope","fortune telling",11.685,"(11,12]"
"13746","horsefeathers","nonsense",13,"(12,13]"
"13747","horsehair","a stiff fabric",9.53,"(9,10]"
"13748","hostility","unfriendliness",12.235,"(12,13]"
"13749","hotline","a direct telephone line",13,"(12,13]"
"13750","housebroken","trained indoors",10.84,"(10,11]"
"13751","housecleaning","complete reorganization",13,"(12,13]"
"13752","hub","center part",11.95875,"(11,12]"
"13753","hubbub","uproar",12.445,"(12,13]"
"13754","hubby","husband",11.36,"(11,12]"
"13755","huckster","a peddler",12.77,"(12,13]"
"13756","huff","sudden anger",10.7004219354839,"(10,11]"
"13757","humanities","learning concerned with man",12.5,"(12,13]"
"13758","humanity","people",11.7366175,"(11,12]"
"13759","humanize","civilize",12.53,"(12,13]"
"13760","humankind","human beings",10.98315,"(10,11]"
"13761","humbleness","modesty",11.105,"(11,12]"
"13762","humbly","with modesty",13,"(12,13]"
"13763","humidify","to make damp",13,"(12,13]"
"13764","humorist","a writer or actor who amuses",13.425,"(13,14]"
"13765","humour","a state of mind",10.1855666666667,"(10,11]"
"13766","hunky-dory","O.K.",13,"(12,13]"
"13767","hurdle","jump over",11.1127473232323,"(11,12]"
"13768","huskingbee","a corn-shucking party",13,"(12,13]"
"13769","hydraulic","works by liquid pressure",12.975,"(12,13]"
"13770","hydroelectric","power from water",13.89,"(13,14]"
"13771","hydrogen","element of water",12,"(11,12]"
"13772","hydroplane","seaplane",12.9,"(12,13]"
"13773","hygiene","keeping healthy",11.2092308080808,"(11,12]"
"13774","hygienist","an educated health worker",11.42,"(11,12]"
"13775","hyphen","a spelling sign",10.765,"(10,11]"
"13776","hyphenate","join with a mark",12.165,"(12,13]"
"13777","hypnosis","a sleep caused by suggestion",11.22,"(11,12]"
"13778","hypnotic","causing sleep",12.35,"(12,13]"
"13779","hypnotism","control by suggestion",11.66,"(11,12]"
"13780","hypocrisy","pretense",13.5,"(13,14]"
"13781","hysteria","a nervouse disorder",12.53,"(12,13]"
"13782","hysterical","out of all control",11.97,"(11,12]"
"13783","hysterics","lack of self-control",11.835,"(11,12]"
"13784","idealism","fine ideas of right",12.765,"(12,13]"
"13785","idler","lazy person",11.338346969697,"(11,12]"
"13786","idolize","admire greatly",11.875,"(11,12]"
"13787","ifonly","I wish that",13,"(12,13]"
"13788","ignoramus","knows almost nothing",12.375,"(12,13]"
"13789","ignorance","knowing little",11.3463625,"(11,12]"
"13790","ignorant","knows little",11.25,"(11,12]"
"13791","illegitimate","unlawful",11.475,"(11,12]"
"13792","illegitimatechild","born out of wedlock",13,"(12,13]"
"13793","illiteracy","lack of ability to read",12.16305,"(12,13]"
"13794","ill-natured","bad-tempered",13,"(12,13]"
"13795","illogical","not reasonable",12,"(11,12]"
"13796","ill-treat","do harm to",13,"(12,13]"
"13797","illumination","light",11.75,"(11,12]"
"13798","illusion","a mistaken idea",11.47295,"(11,12]"
"13799","illustrious","outstanding",12.525,"(12,13]"
"13800","imaginative","full of ideas, dreams",10.87,"(10,11]"
"13801","imitative","likes to copy",12.805,"(12,13]"
"13802","immaterial","not important",12.24067,"(12,13]"
"13803","immensely","greatly",13,"(12,13]"
"13804","immensity","hugeness",12.241075,"(12,13]"
"13805","immodest","bold and rude",13.34,"(13,14]"
"13806","immortal","living forever",11.735,"(11,12]"
"13807","immortality","lasting fame",12.5392,"(12,13]"
"13808","immune","not affected by",12.1404666666667,"(12,13]"
"13809","immunization","protecting against",12.055,"(12,13]"
"13810","immunize","to make safe from",11.765,"(11,12]"
"13811","imp","makes mischief",12.4639072580645,"(12,13]"
"13812","imperishable","everlasting",12.78,"(12,13]"
"13813","impersonal","not concerned with persons",11.92,"(11,12]"
"13814","impersonate","pretend to be",11.555,"(11,12]"
"13815","impish","mischievous",12.47,"(12,13]"
"13816","implement","a tool",12.555,"(12,13]"
"13817","imply","to indicate witout actually saying",11.9577090909091,"(11,12]"
"13818","impose","burden unthoughtfully",12.1007095959596,"(12,13]"
"13819","imposeon","to take advantage of",13,"(12,13]"
"13820","imprint","mark left by pressing",11.9818070707071,"(11,12]"
"13821","improbable","not likely",12.66,"(12,13]"
"13822","impulse","sudden will to act",11.4812747474747,"(11,12]"
"13823","impulsive","acts emotionally",11.695,"(11,12]"
"13824","in(anhour)","when (an hour) has passed",13,"(12,13]"
"13825","inanycase","whatever happens",13,"(12,13]"
"13826","inbehalfof","in the interest of",13,"(12,13]"
"13827","induecourse","at the proper time",13,"(12,13]"
"13828","indutch","in trouble",13,"(12,13]"
"13829","inearnest","serious",13,"(12,13]"
"13830","infact","really",13,"(12,13]"
"13831","inforce","in use, operating",13,"(12,13]"
"13832","inlinewith","in agreement with",13,"(12,13]"
"13833","inorderto","so that",13,"(12,13]"
"13834","inproportion","in the right relation with",13,"(12,13]"
"13835","inproportionto","in the right relation with",13,"(12,13]"
"13836","inreality","in fact",13,"(12,13]"
"13837","inrelationto","as it has to do with",13,"(12,13]"
"13838","inshort","briefly",13,"(12,13]"
"13839","inthedumps","sad, unhappy",13,"(12,13]"
"13840","inthelongrun","when the future is included",13,"(12,13]"
"13841","inthethickofit","in its most active part",13,"(12,13]"
